GEOID,YEAR,mean_mig,mean_base,SSP2,Inundated,mean_inun
13147,2055,27058.4443356101,27095.907999828527,NA,1,27095.907999828527
13147,2060,27665.9437822036,27718.244653948717,NA,1,27718.244653948717
13147,2065,28381.186103634187,28456.329863222192,NA,1,28456.329863222192
13147,2070,29152.193469912476,29264.86473009601,NA,1,29264.86473009601
13147,2075,29953.313172805356,30130.607988206888,NA,1,30130.607988206888
13147,2080,30788.075533730607,31080.923538060055,NA,1,31080.923538060055
13147,2085,31649.268407098527,32154.358257105137,NA,1,32154.358257105137
13147,2090,32425.39218311265,33322.714771626015,NA,1,33322.714771626015
13147,2095,32944.40896248866,34566.473604874445,NA,1,34566.473604874445
13147,2100,32915.63182404802,35874.72359713512,NA,1,35874.72359713512
13149,2020,11909.202833997062,11909.202833997062,NA,1,11909.202833997062
13149,2025,12197.545837437065,12199.558163169462,NA,1,12199.558163169462
13149,2030,12424.54458330347,12427.883575784774,NA,1,12427.883575784774
13149,2035,12595.824474195158,12600.694624359425,NA,1,12600.694624359425
13149,2040,12729.803173649938,12738.19082543417,NA,1,12738.19082543417
13149,2045,12852.219196523189,12868.27779857985,NA,1,12868.27779857985
13149,2050,13004.420040565623,13035.215271176123,NA,1,13035.215271176123
13149,2055,13213.748378075792,13270.302871061143,NA,1,13270.302871061143
13149,2060,13487.906436031784,13586.753642193391,NA,1,13586.753642193391
13149,2065,13809.118447135972,13974.149660149285,NA,1,13974.149660149285
13149,2070,14124.98499300836,14390.077852301585,NA,1,14390.077852301585
13149,2075,14409.112377584172,14822.372711900964,NA,1,14822.372711900964
13149,2080,14648.82413460118,15281.810183946898,NA,1,15281.810183946898
13149,2085,14829.54641431932,15791.28373006307,NA,1,15791.28373006307
13149,2090,14907.542962467447,16356.969501874228,NA,1,16356.969501874228
13149,2095,14807.435747213955,16969.039031306453,NA,1,16969.039031306453
13149,2100,14424.444856935615,17611.52446722138,NA,1,17611.52446722138
13151,2020,228300.60644558351,228159.93224648648,NA,1,228159.93224648648
13151,2025,239134.40378133688,238941.77436641723,NA,1,238941.77436641723
13151,2030,249027.76894838017,248784.15597557704,NA,1,248784.15597557704
13151,2035,258062.89207625293,257725.70085514025,NA,1,257725.70085514025
13151,2040,265835.7169887966,265338.21977691865,NA,1,265338.21977691865
13151,2045,272724.7869002599,271983.1335397014,NA,1,271983.1335397014
13151,2050,279241.78268267337,278171.4121484629,NA,1,278171.4121484629
13151,2055,286140.50361589366,284672.49483426305,NA,1,284672.49483426305
13151,2060,294196.8727919672,292342.79521416494,NA,1,292342.79521416494
13151,2065,303381.6151124287,301350.04049038416,NA,1,301350.04049038416
13151,2070,312807.54703630763,311217.98561130534,NA,1,311217.98561130534
13151,2075,321458.633363276,321641.1846358911,NA,1,321641.1846358911
13151,2080,327979.0074416854,332401.04100081115,NA,1,332401.04100081115
13151,2085,330722.6137838241,343725.5155283022,NA,1,343725.5155283022
13151,2090,326829.228978732,356054.75310889527,NA,1,356054.75310889527
13151,2095,311089.4288104824,369687.8011862712,NA,1,369687.8011862712
13151,2100,274244.35082513315,384131.75081989245,NA,1,384131.75081989245
13153,2020,157500.3709389375,157384.07801592405,NA,1,157384.07801592405
13153,2025,165037.9796976865,164769.9716250965,NA,1,164769.9716250965
13153,2030,171886.5498651936,171391.74346688093,NA,1,171391.74346688093
13153,2035,177859.25597623474,177022.57653706227,NA,1,177022.57653706227
13153,2040,183477.8996216663,182134.73344415618,NA,1,182134.73344415618
13153,2045,188963.37147787737,186883.0312714846,NA,1,186883.0312714846
13153,2050,194896.2966565093,191751.50684528297,NA,1,191751.50684528297
13153,2055,201912.66785251672,197236.7211091761,NA,1,197236.7211091761
13153,2060,210070.94893171423,203234.0944701911,NA,1,203234.0944701911
13153,2065,219105.1131950486,209301.8764677004,NA,1,209301.8764677004
13153,2070,229208.36612500343,215439.0557697101,NA,1,215439.0557697101
13153,2075,240973.2324656513,221979.16477686993,NA,1,221979.16477686993
13153,2080,255212.71849495964,229256.070390965,NA,1,229256.070390965
13153,2085,273055.3413014866,237544.99356644374,NA,1,237544.99356644374
13153,2090,295083.69811666553,246480.56869555262,NA,1,246480.56869555262
13153,2095,322189.58394857036,255846.80142371848,NA,1,255846.80142371848
13153,2100,356009.0933298278,265525.6132726023,NA,1,265525.6132726023
13155,2020,9329.890597590012,9329.890597590012,NA,1,9329.890597590012
13155,2025,9504.234874920652,9504.74706884929,NA,1,9504.74706884929
13155,2030,9653.660851476334,9653.831416399846,NA,1,9653.831416399846
13155,2035,9788.334165115124,9786.468137143549,NA,1,9786.468137143549
13155,2040,9922.308789153803,9914.132009153474,NA,1,9914.132009153474
13155,2045,10069.02999063418,10044.275998472192,NA,1,10044.275998472192
13155,2050,10242.792139564757,10179.014816752311,NA,1,10179.014816752311
13155,2055,10484.977735708284,10336.154357189733,NA,1,10336.154357189733
13155,2060,10857.01532060273,10533.242881405156,NA,1,10533.242881405156
13155,2065,11431.372595781373,10763.455082983206,NA,1,10763.455082983206
13155,2070,12337.208880563823,11015.352676121145,NA,1,11015.352676121145
13155,2075,13824.009026746337,11290.417684065074,NA,1,11290.417684065074
13155,2080,16339.321715275766,11602.494140330316,NA,1,11602.494140330316
13155,2085,20665.199392276707,11970.084261020138,NA,1,11970.084261020138
13155,2090,28095.6719841294,12381.595442176425,NA,1,12381.595442176425
13155,2095,40850.396142450656,12834.996238577149,NA,1,12834.996238577149
13155,2100,62661.66126032346,13319.009455044905,NA,1,13319.009455044905
13157,2020,66183.16508143248,66182.82664058081,NA,1,66182.82664058081
13157,2025,68342.73789945802,68392.34530080583,NA,1,68392.34530080583
13157,2030,70161.40907902594,70283.79728449504,NA,1,70283.79728449504
13157,2035,71699.85083559554,71926.15832492567,NA,1,71926.15832492567
13157,2040,73190.48686976885,73571.28199843416,NA,1,73571.28199843416
13157,2045,74559.84251517472,75171.60542663108,NA,1,75171.60542663108
13157,2050,75831.49360796605,76789.71185609965,NA,1,76789.71185609965
13157,2055,77074.71155533518,78549.25581110857,NA,1,78549.25581110857
13157,2060,78355.33991184541,80587.50116730317,NA,1,80587.50116730317
13157,2065,79523.53835737154,82844.15800142937,NA,1,82844.15800142937
13157,2070,80487.25427191556,85344.6302129537,NA,1,85344.6302129537
13157,2075,81161.18956747228,88160.03172632701,NA,1,88160.03172632701
13157,2080,81243.71858997084,91220.60947010787,NA,1,91220.60947010787
13157,2085,80385.64958982008,94520.74590255407,NA,1,94520.74590255407
13157,2090,78095.220557469,97968.31667946967,NA,1,97968.31667946967
13157,2095,73949.7129054204,101611.19106528105,NA,1,101611.19106528105
13157,2100,67345.06812549144,105424.05082040261,NA,1,105424.05082040261
13159,2020,14137.75191146161,14137.75191146161,NA,1,14137.75191146161
13159,2025,14454.545753791459,14457.630599363381,NA,1,14457.630599363381
13159,2030,14715.585189944566,14719.26802475721,NA,1,14719.26802475721
13159,2035,14903.858118829752,14904.94339058751,NA,1,14904.94339058751
13159,2040,15089.151309386183,15085.009986069452,NA,1,15085.009986069452
13159,2045,15299.267726959079,15287.919371464426,NA,1,15287.919371464426
13159,2050,15559.215699204766,15539.209031891,NA,1,15539.209031891
13159,2055,15900.676242115314,15870.68102663551,NA,1,15870.68102663551
13159,2060,16350.075847098513,16308.649731548214,NA,1,16308.649731548214
13159,2065,16861.430189402916,16806.68341024039,NA,1,16806.68341024039
13159,2070,17410.986960317823,17340.196612171243,NA,1,17340.196612171243
13159,2075,18016.235863279897,17924.952501603853,NA,1,17924.952501603853
13159,2080,18661.621622831542,18542.821969617107,NA,1,18542.821969617107
13159,2085,19364.043037238953,19206.62390710046,NA,1,19206.62390710046
13159,2090,20118.434180319764,19905.99164406578,NA,1,19905.99164406578
13159,2095,20938.595801395768,20647.97560865208,NA,1,20647.97560865208
13159,2100,21818.814200010183,21420.093637529917,NA,1,21420.093637529917
13161,2020,15640.888837819362,15640.792490904267,NA,1,15640.792490904267
13161,2025,16152.630514886834,16166.966366227276,NA,1,16166.966366227276
13161,2030,16595.16686630081,16635.58438724934,NA,1,16635.58438724934
13161,2035,16991.484355895496,17064.704991665356,NA,1,17064.704991665356
13161,2040,17427.57808188317,17531.881616678867,NA,1,17531.881616678867
13161,2045,17892.772882275152,18011.951932415806,NA,1,18011.951932415806
13161,2050,18424.84778915348,18517.64581032238,NA,1,18517.64581032238
13161,2055,19096.099012884428,19078.440281707666,NA,1,19078.440281707666
13161,2060,19981.383315720384,19696.69123632763,NA,1,19696.69123632763
13161,2065,21173.91597105827,20346.51827994745,NA,1,20346.51827994745
13161,2070,22868.13481697458,21031.74628213954,NA,1,21031.74628213954
13161,2075,25375.172309616628,21760.807309698994,NA,1,21760.807309698994
13161,2080,29160.156094833255,22527.752316241214,NA,1,22527.752316241214
13161,2085,34959.67339338014,23337.504948747443,NA,1,23337.504948747443
13161,2090,43853.5612043379,24183.889116895705,NA,1,24183.889116895705
13161,2095,57427.53382193819,25065.43492453895,NA,1,25065.43492453895
13161,2100,77905.01726882729,25996.825397900535,NA,1,25996.825397900535
13163,2020,16393.818193783252,16393.818193783252,NA,1,16393.818193783252
13163,2025,16776.786375136544,16779.486526810222,NA,1,16779.486526810222
13163,2030,17110.19860396588,17117.7567179625,NA,1,17117.7567179625
13163,2035,17364.47813349894,17379.101824306355,NA,1,17379.101824306355
13163,2040,17632.82572977405,17656.98121105397,NA,1,17656.98121105397
13163,2045,17923.17890072349,17959.270471613716,NA,1,17959.270471613716
13163,2050,18257.19565421684,18307.062281399616,NA,1,18307.062281399616
13163,2055,18679.643607954815,18743.557681235616,NA,1,18743.557681235616
13163,2060,19188.78488321895,19263.466177774906,NA,1,19263.466177774906
13163,2065,19751.273123932893,19826.963352312923,NA,1,19826.963352312923
13163,2070,20361.347675111705,20418.155376608127,NA,1,20418.155376608127
13163,2075,21042.232797050903,21045.46224586445,NA,1,21045.46224586445
13163,2080,21823.286734654524,21717.124877733717,NA,1,21717.124877733717
13163,2085,22776.365182864174,22473.285145671078,NA,1,22473.285145671078
13163,2090,23925.026930015985,23290.774374586043,NA,1,23290.774374586043
13163,2095,25320.06104842062,24158.62296513696,NA,1,24158.62296513696
13163,2100,27025.52506033683,25064.56188055559,NA,1,25064.56188055559
13165,2020,9133.031946069825,9133.031946069825,NA,1,9133.031946069825
13165,2025,9341.16416582354,9358.37414138076,NA,1,9358.37414138076
13165,2030,9487.167462528492,9538.106619791359,NA,1,9538.106619791359
13165,2035,9573.659754843105,9670.016507256247,NA,1,9670.016507256247
13165,2040,9645.32950123896,9791.927836051487,NA,1,9791.927836051487
13165,2045,9702.211864793415,9895.915212538615,NA,1,9895.915212538615
13165,2050,9780.780822865492,10008.5106067933,NA,1,10008.5106067933
13165,2055,9917.246238539112,10153.494824805708,NA,1,10153.494824805708
13165,2060,10115.355603130405,10320.991197292726,NA,1,10320.991197292726
13165,2065,10381.060843190633,10506.09647610347,NA,1,10506.09647610347
13165,2070,10713.35001670801,10708.34313302155,NA,1,10708.34313302155
13165,2075,11093.670898077155,10926.521295646793,NA,1,10926.521295646793
13165,2080,11518.111375644541,11183.97731007009,NA,1,11183.97731007009
13165,2085,11981.348452738486,11520.116054729386,NA,1,11520.116054729386
13165,2090,12340.62808153957,11916.239032900381,NA,1,11916.239032900381
13165,2095,12308.294596870004,12351.49217802975,NA,1,12351.49217802975
13165,2100,11402.809780852544,12813.436963986662,NA,1,12813.436963986662
13167,2020,9838.631996350723,9838.631996350723,NA,1,9838.631996350723
13167,2025,9934.990907860098,9936.67320689746,NA,1,9936.67320689746
13167,2030,9986.649751182134,9988.883685095903,NA,1,9988.883685095903
13167,2035,10007.314383030245,10007.591953276426,NA,1,10007.591953276426
13167,2040,9996.242017392851,9991.770264055134,NA,1,9991.770264055134
13167,2045,9966.26670839225,9954.105088517803,NA,1,9954.105088517803
13167,2050,9949.510829769928,9926.435395164954,NA,1,9926.435395164954
13167,2055,9968.006287927195,9930.006628853005,NA,1,9930.006628853005
13167,2060,10044.381852318911,9984.947858304395,NA,1,9984.947858304395
13167,2065,10177.509719273963,10083.458848579525,NA,1,10083.458848579525
13167,2070,10386.05942462855,10228.293084428655,NA,1,10228.293084428655
13167,2075,10707.596059271551,10425.115609146422,NA,1,10425.115609146422
13167,2080,11214.990134135449,10694.368631543657,NA,1,10694.368631543657
13167,2085,11993.647157838323,11033.737168075528,NA,1,11033.737168075528
13167,2090,13185.629852079022,11420.830472578486,NA,1,11420.830472578486
13167,2095,15087.691396657452,11851.307728668211,NA,1,11851.307728668211
13167,2100,18206.730893044016,12311.392434672596,NA,1,12311.392434672596
13169,2020,29397.839404827446,29397.839404827446,NA,1,29397.839404827446
13169,2025,30189.09055675319,30200.19300861228,NA,1,30200.19300861228
13169,2030,30835.7076366894,30867.6550497804,NA,1,30867.6550497804
13169,2035,31385.99931816325,31450.99382306098,NA,1,31450.99382306098
13169,2040,31854.315799588385,31968.450256418866,NA,1,31968.450256418866
13169,2045,32284.212679220007,32468.033214089606,NA,1,32468.033214089606
13169,2050,32753.733610923355,33033.9266276565,NA,1,33033.9266276565
13169,2055,33321.06985194039,33731.7344854505,NA,1,33731.7344854505
13169,2060,34003.18713761812,34585.23973550961,NA,1,34585.23973550961
13169,2065,34784.341325684414,35583.07086395274,NA,1,35583.07086395274
13169,2070,35627.999705634495,36689.856303630244,NA,1,36689.856303630244
13169,2075,36517.10320264521,37886.4694025709,NA,1,37886.4694025709
13169,2080,37444.57917081711,39164.68368503803,NA,1,39164.68368503803
13169,2085,38420.34072301348,40529.433307415755,NA,1,40529.433307415755
13169,2090,39484.682894771046,41988.97317229603,NA,1,41988.97317229603
13169,2095,40736.624539865916,43576.62388296216,NA,1,43576.62388296216
13169,2100,42257.69237358971,45267.47521979874,NA,1,45267.47521979874
13171,2020,18885.909775428492,18885.909775428492,NA,1,18885.909775428492
13171,2025,19628.451562415394,19632.2230277033,NA,1,19632.2230277033
13171,2030,20312.093446170384,20316.505235626624,NA,1,20316.505235626624
13171,2035,20909.100096141847,20910.096261150713,NA,1,20910.096261150713
13171,2040,21471.571071963735,21464.407204711413,NA,1,21464.407204711413
13171,2045,21985.998586269547,21963.770838682118,NA,1,21963.770838682118
13171,2050,22518.173293606607,22469.72774734455,NA,1,22469.72774734455
13171,2055,23205.517803063183,23112.039074471657,NA,1,23112.039074471657
13171,2060,24053.648612853376,23884.574717450345,NA,1,23884.574717450345
13171,2065,25011.99732190108,24719.63803534218,NA,1,24719.63803534218
13171,2070,26057.54611125171,25570.067980331754,NA,1,25570.067980331754
13171,2075,27181.69135636162,26392.64856455553,NA,1,26392.64856455553
13171,2080,28432.49645282072,27184.42385733927,NA,1,27184.42385733927
13171,2085,30022.069093983497,28080.500277813157,NA,1,28080.500277813157
13171,2090,32122.262092130764,29154.63742395618,NA,1,29154.63742395618
13171,2095,34781.62565938478,30337.582888892925,NA,1,30337.582888892925
13171,2100,38071.11697925755,31567.67054587184,NA,1,31567.67054587184
13173,2020,10815.010771710922,10814.88090597678,NA,1,10814.88090597678
13173,2025,11271.096637021152,11282.224434933682,NA,1,11282.224434933682
13173,2030,11640.89924137575,11678.771387039402,NA,1,11678.771387039402
13173,2035,11918.176926399095,12006.556740483875,NA,1,12006.556740483875
13173,2040,12140.7085059251,12316.404076442997,NA,1,12316.404076442997
13173,2045,12298.365265029253,12617.269528976733,NA,1,12617.269528976733
13173,2050,12398.85610750594,12946.328528614833,NA,1,12946.328528614833
13173,2055,12412.255070170224,13318.28334120482,NA,1,13318.28334120482
13173,2060,12243.7592610799,13701.672058960425,NA,1,13701.672058960425
13173,2065,11775.991964814708,14065.95200884934,NA,1,14065.95200884934
13173,2070,10907.708270400191,14429.656175427468,NA,1,14429.656175427468
13173,2075,9502.279678782657,14825.668721334972,NA,1,14825.668721334972
13173,2080,7368.511397729652,15305.257664537634,NA,1,15305.257664537634
13173,2085,4171.516425568915,15877.672268474109,NA,1,15877.672268474109
13173,2090,-563.3880131934013,16489.0243200025,NA,1,16489.0243200025
13173,2095,-7360.717150832034,17108.949495740126,NA,1,17108.949495740126
13173,2100,-16744.58421147427,17747.07923221326,NA,1,17747.07923221326
13175,2020,49119.185722543516,49108.74489577944,NA,1,49108.74489577944
13175,2025,50567.51176361888,50542.47049689151,NA,1,50542.47049689151
13175,2030,51893.305683993225,51843.01217133843,NA,1,51843.01217133843
13175,2035,53066.174416686335,52977.16004604339,NA,1,52977.16004604339
13175,2040,54281.78188581972,54139.73442115523,NA,1,54139.73442115523
13175,2045,55562.745249602885,55352.73533084425,NA,1,55352.73533084425
13175,2050,57010.81017853168,56715.58006728,NA,1,56715.58006728
13175,2055,58722.3126825573,58321.789747782204,NA,1,58321.789747782204
13175,2060,60680.85639738204,60155.650795804504,NA,1,60155.650795804504
13175,2065,62758.45290344544,62098.43228094275,NA,1,62098.43228094275
13175,2070,64930.481717235314,64152.0618504148,NA,1,64152.0618504148
13175,2075,67146.3110030106,66322.09925527673,NA,1,66322.09925527673
13175,2080,69306.89174502227,68608.63826322442,NA,1,68608.63826322442
13175,2085,71346.66323945114,71130.55918608244,NA,1,71130.55918608244
13175,2090,72806.82354623376,73808.67605176337,NA,1,73808.67605176337
13175,2095,72928.80601983133,76612.27380453507,NA,1,76612.27380453507
13175,2100,70370.62746299931,79514.3640448738,NA,1,79514.3640448738
13177,2020,30692.349299023932,30691.71725080317,NA,1,30691.71725080317
13177,2025,31981.12059686956,31992.671741898255,NA,1,31992.671741898255
13177,2030,33104.38778433949,33143.80615785763,NA,1,33143.80615785763
13177,2035,34003.79032626705,34095.299273638964,NA,1,34095.299273638964
13177,2040,34780.52643833072,34961.86431471717,NA,1,34961.86431471717
13177,2045,35462.051671430876,35791.795328108,NA,1,35791.795328108
13177,2050,36038.328055425285,36609.6536948819,NA,1,36609.6536948819
13177,2055,36489.12696536355,37451.0029856778,NA,1,37451.0029856778
13177,2060,36801.01213001785,38389.40236886047,NA,1,38389.40236886047
13177,2065,36856.480865306454,39443.00713918561,NA,1,39443.00713918561
13177,2070,36437.77632509473,40605.72136623608,NA,1,40605.72136623608
13177,2075,35250.0478624171,41922.20521957046,NA,1,41922.20521957046
13177,2080,32694.462949788674,43343.143821203535,NA,1,43343.143821203535
13177,2085,27845.569211831316,44838.74317331236,NA,1,44838.74317331236
13177,2090,19327.329635559647,46426.67251692042,NA,1,46426.67251692042
13177,2095,4980.430696456503,48128.45261114172,NA,1,48128.45261114172
13177,2100,-18624.930108164455,49928.61503609204,NA,1,49928.61503609204
13179,2020,66528.2598595357,66447.28849362888,SSP2,0.9943633676735574,66072.74955930123
13179,2025,71498.69246810992,71146.09153184047,SSP2,0.9942685809429193,70738.32346699807
13179,2030,76275.10008274943,75540.2299982956,SSP2,0.9941737942122811,75100.11707307392
13179,2035,80611.60660054779,79360.5655978992,SSP2,0.9940824006018013,78890.94156267637
13179,2040,85192.05784784711,83235.92938462785,SSP2,0.9939910069913215,82735.76526688476
13179,2045,89900.07155637161,86936.61447194901,SSP2,0.993791750199209,86396.89025247209
13179,2050,95105.96942412382,90629.65805286219,SSP2,0.9935924934070964,90048.94792137588
13179,2055,101366.62506294038,94569.3780088999,SSP2,0.9933594954634947,93941.38962521731
13179,2060,108796.23403833355,98334.89716462049,SSP2,0.993126497519893,97658.9920050784
13179,2065,117855.52351716308,101579.49536316263,SSP2,0.9929820807833311,100866.61867063395
13179,2070,129814.0213797917,104447.2225533348,SSP2,0.9928376640467692,103699.13645602595
13179,2075,146635.67268223155,107042.65527887335,SSP2,0.9926799294862064,106259.09549424831
13179,2080,171443.4031095056,109937.33967628863,SSP2,0.9925221949256436,109115.24967979603
13179,2085,208455.33333071205,113910.50399365187,SSP2,0.9923943313065035,113044.13843956694
13179,2090,263116.54439817596,118380.79926439752,SSP2,0.9922664676873632,117465.29752809052
13179,2095,344441.86913700565,122872.87719874938,SSP2,0.9921059830499561,121902.9166234418
13179,2100,466465.6266908051,127359.86216432037,SSP2,0.991945498412549,126334.04195234031
13181,2020,7780.124308149229,7780.124308149229,NA,1,7780.124308149229
13181,2025,7781.256330024753,7784.131112314247,NA,1,7784.131112314247
13181,2030,7737.382347739284,7745.398056221795,NA,1,7745.398056221795
13181,2035,7656.228018423784,7672.092228160618,NA,1,7672.092228160618
13181,2040,7575.2973466401845,7602.861456453901,NA,1,7602.861456453901
13181,2045,7522.871392620833,7567.443417509262,NA,1,7567.443417509262
13181,2050,7529.886067615593,7598.573377237997,NA,1,7598.573377237997
13181,2055,7605.8626265440525,7707.736882230125,NA,1,7707.736882230125
13181,2060,7737.611288360236,7883.123232721951,NA,1,7883.123232721951
13181,2065,7903.693954412834,8102.918246773924,NA,1,8102.918246773924
13181,2070,8075.934007646101,8335.799825081325,NA,1,8335.799825081325
13181,2075,8257.805384300047,8578.194057213519,NA,1,8578.194057213519
13181,2080,8471.19318382334,8841.27743506618,NA,1,8841.27743506618
13181,2085,8754.52456909924,9144.60184677192,NA,1,9144.60184677192
13181,2090,9144.37580012524,9484.432851951033,NA,1,9484.432851951033
13181,2095,9700.690943658967,9847.131781572232,NA,1,9847.131781572232
13181,2100,10533.74888198265,10222.803891041744,NA,1,10222.803891041744
13183,2020,19021.783234219445,18889.901570764734,SSP2,1,18889.901570764734
13183,2025,20288.108251497335,20034.785237121523,SSP2,1,20034.785237121523
13183,2030,21369.914046709277,21098.37583909915,SSP2,1,21098.37583909915
13183,2035,22099.090143306265,22015.522834752348,SSP2,1,22015.522834752348
13183,2040,22439.692320786333,22881.847394260443,SSP2,1,22881.847394260443
13183,2045,22189.46169111739,23699.98324235712,SSP2,1,23699.98324235712
13183,2050,21079.00509738219,24506.44763632576,SSP2,1,24506.44763632576
13183,2055,18682.153694941102,25339.596762984584,SSP2,1,25339.596762984584
13183,2060,14193.046519741243,26157.08875053079,SSP2,1,26157.08875053079
13183,2065,6414.785974081234,26924.884489302054,SSP2,1,26924.884489302054
13183,2070,-6313.315256688808,27686.7549321888,SSP2,1,27686.7549321888
13183,2075,-26557.567136564958,28508.922752475773,SSP2,1,28508.922752475773
13183,2080,-57977.99106670529,29468.159926420973,SSP2,1,29468.159926420973
13183,2085,-105880.880044699,30571.424105558574,SSP2,1,30571.424105558574
13183,2090,-178768.9284314,31752.29779357285,SSP2,1,31752.29779357285
13183,2095,-289563.01393193996,32957.658663354065,SSP2,1,32957.658663354065
13183,2100,-457045.14923060825,34196.921809412815,SSP2,1,34196.921809412815
13185,2020,120478.02268759742,120346.26456866247,NA,1,120346.26456866247
13185,2025,128689.4782518852,128357.41604838366,NA,1,128357.41604838366
13185,2030,136467.777555735,135811.0908123515,NA,1,135811.0908123515
13185,2035,143915.39044926365,142742.70009076694,NA,1,142742.70009076694
13185,2040,151328.44287405675,149354.79193876518,NA,1,149354.79193876518
13185,2045,158073.27197421135,154882.55113323138,NA,1,154882.55113323138
13185,2050,165391.56632253036,160369.92926158145,NA,1,160369.92926158145
13185,2055,174416.04749522667,166659.0864212307,NA,1,166659.0864212307
13185,2060,184745.64198921676,172958.00437305344,NA,1,172958.00437305344
13185,2065,196738.28325124324,179119.0608740681,NA,1,179119.0608740681
13185,2070,210903.89144947022,185002.73181249964,NA,1,185002.73181249964
13185,2075,227677.28048055712,190186.89384902248,NA,1,190186.89384902248
13185,2080,248534.95468637344,195051.17109547617,NA,1,195051.17109547617
13185,2085,276873.0339503789,201669.61379168063,NA,1,201669.61379168063
13185,2090,313172.20837577403,209549.97027371402,NA,1,209549.97027371402
13185,2095,356718.71809035446,218044.42220951212,NA,1,218044.42220951212
13185,2100,404587.8109158282,226778.58335796397,NA,1,226778.58335796397
13187,2020,32305.308564753672,32304.99220495609,NA,1,32304.99220495609
13187,2025,33663.25520419298,33670.87971661472,NA,1,33670.87971661472
13187,2030,34815.19648051711,34827.37448692609,NA,1,34827.37448692609
13187,2035,35858.69576733853,35871.76448465034,NA,1,35871.76448465034
13187,2040,36772.30267736176,36785.70542008725,NA,1,36785.70542008725
13187,2045,37454.30921605732,37472.06777113097,NA,1,37472.06777113097
13187,2050,38201.66510591471,38234.4526703563,NA,1,38234.4526703563
13187,2055,39230.857997685,39298.40619148056,NA,1,39298.40619148056
13187,2060,40404.87845927649,40539.73965950674,NA,1,40539.73965950674
13187,2065,41603.54324755745,41855.62262027394,NA,1,41855.62262027394
13187,2070,42749.241711878516,43191.91537376422,NA,1,43191.91537376422
13187,2075,43601.999043332464,44340.60692848182,NA,1,44340.60692848182
13187,2080,44108.09752567237,45295.48741735941,NA,1,45295.48741735941
13187,2085,44756.327595658695,46614.99002231681,NA,1,46614.99002231681
13187,2090,45519.01397268455,48357.88755772859,NA,1,48357.88755772859
13187,2095,46119.8396271528,50350.00989806468,NA,1,50350.00989806468
13187,2100,46290.51634470161,52440.58441174497,NA,1,52440.58441174497
13189,2020,22254.329854763655,22254.329854763655,NA,1,22254.329854763655
13189,2025,22925.072226276083,22932.799370503188,NA,1,22932.799370503188
13189,2030,23506.174553449833,23527.706895835265,NA,1,23527.706895835265
13189,2035,23988.667581944675,24032.410697187748,NA,1,24032.410697187748
13189,2040,24489.60558157729,24569.042726179217,NA,1,24569.042726179217
13189,2045,25000.34049211746,25136.06001676872,NA,1,25136.06001676872
13189,2050,25556.457487233518,25779.103547863462,NA,1,25779.103547863462
13189,2055,26203.51953217292,26557.578340555483,NA,1,26557.578340555483
13189,2060,26913.032746645615,27460.00693817161,NA,1,27460.00693817161
13189,2065,27602.474588905872,28422.361973631127,NA,1,28422.361973631127
13189,2070,28232.635473484326,29425.016791482765,NA,1,29425.016791482765
13189,2075,28776.32253588478,30462.264405364876,NA,1,30462.264405364876
13189,2080,29210.742616425923,31544.169927235245,NA,1,31544.169927235245
13189,2085,29529.394091154332,32707.820591043863,NA,1,32707.820591043863
13189,2090,29702.420703139847,33940.81311946388,NA,1,33940.81311946388
13189,2095,29744.058490626314,35221.29027425877,NA,1,35221.29027425877
13189,2100,29771.62663339785,36550.55170039635,NA,1,36550.55170039635
13191,2020,14394.553486272262,14066.984852778734,SSP2,0.9893040820433511,13916.52553689599
13191,2025,15319.315854663706,13993.221924722535,SSP2,0.9879061342129134,13823.989776836022
13191,2030,17055.81038540788,13831.466789563174,SSP2,0.9865081863824758,13644.855217581413
13191,2035,19932.749571657892,13624.780460688125,SSP2,0.9849301498474317,13419.457060783914
13191,2040,24416.25131603549,13405.19281040167,SSP2,0.9833521133123874,13182.024679468503
13191,2045,31113.37921126672,13249.680125452378,SSP2,0.9812373869789723,13001.081504606114
13191,2050,40927.55822426704,13226.394156863933,SSP2,0.9791226606455573,12950.262237615467
13191,2055,55026.3975283297,13329.706102829206,SSP2,0.9763009085718279,13013.804179187595
13191,2060,74995.85897478931,13562.153066130531,SSP2,0.9734791564980986,13202.47332711485
13191,2065,102915.55525594765,13894.255674842361,SSP2,0.9709706161599406,13490.913993685439
13191,2070,141578.10810780185,14267.594029953963,SSP2,0.9684620758217827,13817.62373123169
13191,2075,194893.69867740534,14662.4796893575,SSP2,0.9656415953644825,14158.700279230497
13191,2080,268249.82000563684,15094.797612504453,SSP2,0.9628211149071823,14533.589866569811
13191,2085,369403.8226635986,15597.437583213901,SSP2,0.9600329367364008,14974.05380857555
13191,2090,508286.57152217795,16154.161953921039,SSP2,0.9572447585656192,15463.486859411056
13191,2095,697812.5682160326,16765.906037109584,SSP2,0.9538654330362237,15992.418222332171
13191,2100,955607.9976567113,17406.398634461093,SSP2,0.9504861075068282,16544.540083781092
13193,2020,14042.252385936099,14042.252385936099,NA,1,14042.252385936099
13193,2025,14325.128662177127,14328.09591587997,NA,1,14328.09591587997
13193,2030,14508.38989158322,14517.991164557456,NA,1,14517.991164557456
13193,2035,14593.199853627733,14614.90426381478,NA,1,14614.90426381478
13193,2040,14631.328633354651,14673.589297874974,NA,1,14673.589297874974
